Komentar,Penulis,Likes,Published_at,balasan
thankyou speed batik from indonesia not from malaysian,@YT_ZZ9,0,2024-09-18T18:17:13Z,
imagine if ronaldo did the live stream here ,@ChyntyaMutiaraPutri,0,2024-09-18T18:17:10Z,
selamat datang di indonesia bro,@Ryan12552,0,2024-09-18T18:16:57Z,
pliss woi jangan ke gitunanti dia yg ada ga betah di indonesia,@Febriyan_,0,2024-09-18T18:16:55Z,
if indonesian tells you go to their country you better listen bcs they can break world record in any social media platform if they want to bcs most of indonesian are unemployed beban keluarga people and dont have nothing to do other than cruising on the internet we love king indo ,@madhungry3278,2,2024-09-18T18:16:55Z,"yg nonton kan kebanyakan bocil qnthl lu nyuruh mereka kerja  nyelamatin dunia apa gmn meong ya bilang aja gitu bang biar tambah banyak streamer dtg, kan bagus buat perekonomian indo"
i hope you dont go to bali the next day,@haeuun_,0,2024-09-18T18:16:53Z,
go bali next live stream,@dumcdude4858,0,2024-09-18T18:16:49Z,
im here in m view w indonesia,@Bewokin,1,2024-09-18T18:16:48Z,
intinyauntuk kali ini kalo ada yang post foto bareng speed di sosmedjangan dipuji kita maki maki aja mereka,@mapzz6904,13,2024-09-18T18:16:40Z,"irikah bg denipermansyahmalu maluin tolol
kelitan banget bocah fomo denipermansyah gak iri bro, nonton videonya, atau lo salah satunya yang dikerumunan denipermansyah maaf,ga iri sama orang kayak lu
kasian yang nonton live,speednya gabisa hibur apa apa gara gara dikerumunin"
wow gila jt,@m.rafiihamdi3967,0,2024-09-18T18:16:30Z,
caper,@oyemmad9675,0,2024-09-18T18:16:23Z,
,@ArisSenu,0,2024-09-18T18:16:22Z,
please come to dominican republic,@skylajohson,1,2024-09-18T18:16:20Z,
,@icejuice5697,0,2024-09-18T18:16:17Z,
greatest,@georgeshaheen9397,0,2024-09-18T18:16:10Z,
love black,@ruslirangkuti6094,0,2024-09-18T18:16:10Z,
w,@jamal-by8eg,0,2024-09-18T18:16:07Z,
never blew your nose,@jgs_gamestudio9096,0,2024-09-18T18:15:59Z,
 buat mba nya yang pake jilbab item dan sweater putih yang sabar ya mba padahal udah berusaha banget dan rela sampe itu area sensitif kesentuh sama cowo dan itu yang pas di tempat baju yang ngehalangin pasti menang banyak kena itunya mba mba kejadian lu ngajarin gue kalo ga selamanya usaha itu emang sesuai yang kita harapin hasilnya padahal udah berkorban semua emang tergantung takdir dan keberuntungan ,@70_Bheta,2,2024-09-18T18:15:37Z,
batik from indonesia speed belive to us speed ,@panggilzen28,0,2024-09-18T18:15:31Z,
 aura,@muhammadzidan3247,0,2024-09-18T18:15:21Z,
ga bisa basa inggris,@Topan99,0,2024-09-18T18:15:11Z,
indonesia is a crazy country bro with people who are very passionate about social media you wont find it in other countries only in indonesia ,@WiefferIF,29,2024-09-18T18:15:05Z,philippines is the social media capital in the world
wah bisa jatuh saham aqua tu,@retnotiwi1340,0,2024-09-18T18:14:59Z,
belum menerima yesus sebagai tuhan dan juru selamat pribadi atas dosamu segeralah terima yesus supaya roh dan jiwamu dikudus dimateraikan untuk menjadi umat kepunyaan tuhan tidak peduli apapun kesalahan dosa latar belakang mu,@AldyAldy-rl2cc,0,2024-09-18T18:14:57Z,
speed im sorry that ur first time here almost ended up like norway hope the next travel will be with less fans that dont know what personal space is ,@goodknightpangestu470,0,2024-09-18T18:14:57Z,
the first hour or so was really good content good interactions and adventuring if it didnt turn to shit so fast it wouldve prob been a top stream,@RumelMarble,0,2024-09-18T18:14:44Z,
indonesia,@Ajurdinchannel-k1n,0,2024-09-18T18:14:33Z,
yeah broh ,@puputyunirahmawati,0,2024-09-18T18:14:29Z,
yg fomo jgn caper goblok,@raflywh8356,0,2024-09-18T18:14:26Z,
lain kali kalo mau lolos masalah dikejar masuk tol aja dulu,@siyoo-pongpong,0,2024-09-18T18:14:24Z,
,@Sampoerna-hu2zj,0,2024-09-18T18:14:23Z,
 nice bro,@ulinnuhaproject,0,2024-09-18T18:14:21Z,
yo how the hell does it have so many good analytics lol,@ScriptedAlmeida,0,2024-09-18T18:14:20Z,
 bro is sad because he is not racist ,@dumdip,0,2024-09-18T18:14:20Z,
m,@Jxrdxn-10,0,2024-09-18T18:14:14Z,
indonesia ,@kusnadibucat3674,0,2024-09-18T18:14:12Z,
indonesia is the biggest market in the world with the most youtube users and viewers in the world,@m.911.1,1,2024-09-18T18:14:06Z,
,@nabilbastian1552,0,2024-09-18T18:13:58Z,
whats for this girls are,@najihatulnajwa9475,0,2024-09-18T18:13:57Z,
 m viewswtf damn my country is so good tho,@yegisudrajat2025,0,2024-09-18T18:13:55Z,
welcome to indonesia speed,@rramadhan7,0,2024-09-18T18:13:53Z,
almost a million like wtf,@noemotion40,0,2024-09-18T18:13:47Z,
whats that rudiger ,@akbarcharis5410,0,2024-09-18T18:13:47Z,
itu lokasi dimana,@musthafakhafifie7482,0,2024-09-18T18:13:44Z,
 the year permitted by god for personal encounters to get to know him authentically maybe there will be a lot of crazy things in those years save your spirit your soul ,@AldyAldy-rl2cc,0,2024-09-18T18:13:43Z,
malaysia kocak,@Clip_Foot,0,2024-09-18T18:13:39Z,
 henry and rudiger just satisfying laugh im too,@AimanAimans,0,2024-09-18T18:13:37Z,
menyala abangku ,@ChanelHiburanOfficial,131,2024-09-18T18:13:31Z,yaaa batik from indonesia bro is the greatest streamer of all time el kecepatan sedang memasak santaii santai m demi subscribe tu
assu menit akhire jos cok ,@alioz435,1,2024-09-18T18:13:25Z,
batik from indonesia ,@erwn2252,0,2024-09-18T18:13:20Z,
pada goblok bener semua ,@baunjalung3462,0,2024-09-18T18:13:18Z,
gooo too baliii,@qiaajaaaaa,1,2024-09-18T18:13:16Z,
,@granzz4you895,0,2024-09-18T18:13:07Z,
sepertinya speed bakal balik ke indonesia lagi karena dia belum percaya view nya bisa capai juta,@ariefrahmanchanel,2,2024-09-18T18:12:58Z,
welcome to the hell,@donipratama8870,1,2024-09-18T18:12:58Z,
w indonesia w speed w country,@Subfornore,1,2024-09-18T18:12:53Z,
 why is no one talking about the guy speed knocked out ,@KentJustDidIt,7,2024-09-18T18:12:31Z,he just converted him to ronaldo fans
w,@harshithn2536,0,2024-09-18T18:12:28Z,
 bro got his snot all out ,@awakenedservant,0,2024-09-18T18:12:16Z,
next stream nami x speed date,@rahmatgamingcc3549,0,2024-09-18T18:12:15Z,
canggu at balimaybe so fun for you speedd,@radityadarma1802,0,2024-09-18T18:12:13Z,
insane,@FR-nq4fv,0,2024-09-18T18:12:08Z,
 ,@vipergamingbd6811,1,2024-09-18T18:12:04Z,
pertemukan speed dengan anak angkatnya cronaldo yang di aceh auto meledak sambil video call ronaldo,@ifanlawing5732,0,2024-09-18T18:12:04Z,
ini akan jadi tayangan terbanyak untuk channel nya,@happymeItsme,0,2024-09-18T18:12:03Z,
m viewers only in indonesia lets go speed,@radpofficial2715,1,2024-09-18T18:12:01Z,
gua yakin sebagian pada gatau siapa dia ngikut rusuh aja sdm rendah ngetuk mobil lagi ,@incanramadhan,1,2024-09-18T18:11:58Z,
mf come to medellin colombia,@emmanuelhc2950,0,2024-09-18T18:11:52Z,
yo yo yo,@skuybuming6526,0,2024-09-18T18:11:41Z,
mf como to medellin colombia,@emmanuelhc2950,0,2024-09-18T18:11:32Z,
indonesian is fcking crazy bro so many zombies like they want tou eat you,@ferihuang,1,2024-09-18T18:11:27Z,
 indonesia,@dimasopfp,0,2024-09-18T18:11:22Z,
why he is so gay to many hot chicks wanna him but he even dont touch them,@danleb,1,2024-09-18T18:11:21Z,
yoo bro i would recommend you to go to manado north sulawesi if you seek high tier baddie indonesian goddess and of course we have taboo food too,@Cris-sr9ci,0,2024-09-18T18:11:15Z,
 ,@yooottt,1,2024-09-18T18:11:14Z,
 its shirt from football club from jakarta indonesia name persija and their fans boys name jak mania for girls called jak angel,@onlyhuman1625,2,2024-09-18T18:11:14Z,yg disono bocah fomo kagal ngerti inggris mana paham mereka
kenalin king indo bousss,@marchen3101,0,2024-09-18T18:11:09Z,
mf come to colombia,@emmanuelhc2950,0,2024-09-18T18:11:01Z,
goddamn m live viewers and then m total views after hours hahaha wow,@rydellgarcia,0,2024-09-18T18:11:01Z,
next the real goat come to indonesia,@Edmidn7,0,2024-09-18T18:10:52Z,
melu komen,@muflikinikin6981,0,2024-09-18T18:10:48Z,
this is indonesia this is the center of algorithms,@YKeba,14,2024-09-18T18:10:39Z,
indonesia country is the best supporters,@TeejayNama,0,2024-09-18T18:10:34Z,
i lost it when his security guard scared him black black,@jadopotatoo,0,2024-09-18T18:10:33Z,
,@Photok-rt,0,2024-09-18T18:10:33Z,
,@Photok-rt,0,2024-09-18T18:10:32Z,
siiuuuuuubscribe,@candatawa31,0,2024-09-18T18:10:28Z,
cuma di indo belom sehari udah jt penonton keren negara laen yg dia datangin di bawa jt,@bengbeng2215,1,2024-09-18T18:10:25Z,
indonesia people are unbelievable ,@Paazo_gaming,0,2024-09-18T18:10:23Z,
anak baju liverpool kagak berani speed no money kasih uang come on come on,@Illusiongamingexe,0,2024-09-18T18:10:23Z,
let him alone motherfucker let him enjoy the day at indonesia with naturally,@davidchristian-o1t,0,2024-09-18T18:10:16Z,
pada begoo,@kentutmendidih3783,0,2024-09-18T18:10:16Z,
im so embrassing see my people ,@yogayuzhou511,1,2024-09-18T18:10:05Z,
bisa speed ke kotu tempatnya para bopung ngumpul dah gitu semakin sore semakin ga kondusif katro bat anj,@kenzy4142,2,2024-09-18T18:10:03Z,
yaampun kirain dustin aneh pake gelang konser banyak ternyata itu keren toh speed juga banyaknitu yaa ,@pratamitjs6028,1,2024-09-18T18:09:43Z,
 memalukan sdm rendah,@Fakta36Hari,0,2024-09-18T18:09:43Z,
 ngakakk demi allah,@hadi149,0,2024-09-18T18:09:37Z,
nasi padang is padeh ahhahahaha,@WalidNursalam,0,2024-09-18T18:09:34Z,
,@muhammadalvito0511,0,2024-09-18T18:09:15Z,
w indonesia ,@Bhrr181,0,2024-09-18T18:09:10Z,
katanya dia menyukai anime one piece coba tantang dia untuk mengunjungi museum maritim indonesia dan tantang dia untuk mengunjungi sulawesi selatan untuk melihat pembuatan kapal pinisi ada yang setuju,@Raiderjalanan,0,2024-09-18T18:08:55Z,
indonesia yooooooo ,@dimasprayogo2051,0,2024-09-18T18:08:50Z,
go to bahrain,@khalidalawadhi8180,0,2024-09-18T18:08:49Z,
gukkk gukk guk,@elpraw,0,2024-09-18T18:08:48Z,
i verry like this guys,@gandivilla6840,0,2024-09-18T18:08:46Z,
yoooo,@AchmadFarisi2606,0,2024-09-18T18:08:44Z,
kelakuan sdm rendah ,@restfirman,0,2024-09-18T18:08:39Z,
otra vez derrotaron a speed,@alejandro-xo3kx,0,2024-09-18T18:08:38Z,
 boys watch first and to any men male or boys who dont have friends or a girlfriend anyone can be like speed this guy is king anyone can be king,@Ghost67146,0,2024-09-18T18:08:37Z,
this is indonesia bro,@masringsang2240,0,2024-09-18T18:08:31Z,
this must be world record if its you broke the world record,@Rinyyt,0,2024-09-18T18:08:28Z,
w,@abdwi,1,2024-09-18T18:08:28Z,
apapun minumannya tetap aqua ,@Yumeko0606,0,2024-09-18T18:08:22Z,
 w henry ,@karma97652,0,2024-09-18T18:08:22Z,
keren,@SavePalestina98,0,2024-09-18T18:08:09Z,
gak bisa bahasa inggris,@KwonJiYoung-l4b,1,2024-09-18T18:08:08Z,
this is too noisy and selfish for some of them who are forcing it please dont show yourself that it is dangerous,@Aciadonghua,1,2024-09-18T18:08:05Z,
dia yg untungkita yh makan senyum,@Evo_official-x5w,0,2024-09-18T18:08:05Z,
indon lagi teruk dari malaysia malaysia at least ada org guard betul thanks isa isarb,@fakarudin9875,0,2024-09-18T18:07:59Z,bacot malaydesh
 millions viewers omg this is indonesia broo,@arfinovariyanto1103,1,2024-09-18T18:07:56Z,
jawir maluin anjir,@qwertyuiop5613,0,2024-09-18T18:07:55Z,batik from malaysia l jawir qwertyuiop indonesia small country qwertyuiop prabowo from malaysia
suuuuuuuuuuuuuuuuu,@hadibingslamet3606,0,2024-09-18T18:07:52Z,
yo speed congratulations on world record,@Rinyyt,0,2024-09-18T18:07:51Z,
respect sama orang yang jagain iso speed respect the people who maintain iso speed,@RidhoRamadhan-m6d,0,2024-09-18T18:07:42Z,
yo speed congratulations on world record,@Rinyyt,0,2024-09-18T18:07:42Z,
sabar yo ,@aldyferdian,1,2024-09-18T18:07:26Z,
setannya di gendong anjir wkwk,@sultantheillustrator,0,2024-09-18T18:07:23Z,
the first guy ate smile fruit,@azzeddinelamkharrat383,0,2024-09-18T18:07:20Z,
meet marthinus speed child of ronaldo and come to monas ,@rifqiseptiawan88,0,2024-09-18T18:07:19Z,
batik s daffa,@AgungOnyo-o6u,0,2024-09-18T18:07:19Z,
whoho,@m.faisalakbar7439,0,2024-09-18T18:07:19Z,
go to bahrain kindest country,@khalidalawadhi8180,0,2024-09-18T18:07:18Z,
m views in hrs crazy,@likefatmike,1,2024-09-18T18:07:14Z,tomorrow please let him chill and walk like happened in sweden or thailand
gileeee,@sefawowor123,0,2024-09-18T18:07:14Z,
come to yogyakarta,@MahivalSurya,0,2024-09-18T18:07:12Z,
tooooo many indonesian fans speed ,@xlauren_,1,2024-09-18T18:07:11Z,
banyak orang orang tolol gedek gua lihat orang orang yg bikin speed risih fans tolol ga ada otak kaga bisa jaga jarak sampai narik narik bahu speed narik baju speed bikin speed kaga nyaman pantek kleaaan,@Blu3_lungsss,2,2024-09-18T18:07:10Z,
rekor untuk netizen indonesia,@KomangRama-p6k,1,2024-09-18T18:07:08Z,
this country is the king of the social media world its crazy it has the record for the most viewers streaming of all time,@denisstar8639,11,2024-09-18T18:07:06Z,
barang gw ancur akibat dia datang ke pasar baru,@Nuraini-mo7ty,0,2024-09-18T18:07:05Z,
love indonsia,@roberhusar,0,2024-09-18T18:07:05Z,
cuma di indonesia tanpa menunggu hari bisa tembus juta penonton mantap indonesia slalu ramah dan berwibawa terima kasih speed,@Raidjerboy,0,2024-09-18T18:06:59Z,
 wtf is that ,@riskymalau6126,2,2024-09-18T18:06:49Z,
mil views for hour thats insane,@salzacha2459,1,2024-09-18T18:06:45Z,
negeri konoha gada lawan dari sekian banyak tour banyak negara cuma live di indo bisa x lipat views dari tour tour di negara lain wkakakaka,@kikitjhie6658,0,2024-09-18T18:06:37Z,
 open ne noor ,@mylilvans,2,2024-09-18T18:06:36Z,
eta leho sampe kaluar kitu pas nyaho nu nontona streamna spe sajuta ,@AbdulMubarok2,0,2024-09-18T18:06:25Z,
batik is a native indonesian culture not from malaysia unesco admits that malaysia is a plagiarist country its people dont have the brains to produce of art malaysia trully maling di benua asia,@bedebahreal,0,2024-09-18T18:06:17Z,bawel
nami pentil nya keliatan ,@yudhajagad1178,0,2024-09-18T18:06:03Z,
kliatan kan org kota jg ada yg norak trs yg pke kaos prnhb itu gblk,@antbna5925,1,2024-09-18T18:06:00Z,
jadi malu,@zenalmuttaqin6197,0,2024-09-18T18:06:00Z,
welcome to indonesia speed siuuuu,@ferialsaputra4321,0,2024-09-18T18:05:55Z,
love uuuu mantab di indonesia paling tinggi view nya,@orangdewasa20,0,2024-09-18T18:05:51Z,
i show boogers at hr that was nasty he snorted it up like it was a ghost,@Lockdown22,0,2024-09-18T18:05:46Z,
this is indonesian broww,@ferdivee6651,0,2024-09-18T18:05:40Z,
 rudiger walking up like a villain,@rayyr2205,21,2024-09-18T18:05:40Z,he is the villain fym
satai satai wkwkkw,@riskymalau6126,0,2024-09-18T18:05:38Z,
w malaysia w indonesia w philippines,@Kzk0992,0,2024-09-18T18:05:27Z,
bikin usaha orang ancur,@Nuraini-mo7ty,0,2024-09-18T18:05:25Z,
dont forget to share your happiness with the less fortunate indonesian people bro all the best ,@mangyebe,0,2024-09-18T18:05:19Z,
 itu bodyguard nya duduk dimana ,@sheilalaven,7,2024-09-18T18:05:17Z,dipangku kameramen
i dont get this guy is not michael jackson or muhammad ali hes not gandhi or nelson mandela just a very loud mouth guy with no sense of dignity,@inko002,0,2024-09-18T18:05:10Z,"he trusted his fans , speed is the one of the most celebrity close to his fans , humble , kind , and super joyful envy ariihariantoim honestly just surprised and irritated why so many people are watching him hes just screaming all the time and his adhd is hitting hard"
hey speed try to visit the beautiful indonesia miniature park in jakarta there are lots of interesting rides and miniatures of all the islands of indonesia ,@Akangriz,5,2024-09-18T18:05:08Z,
lets go,@depit211,0,2024-09-18T18:05:05Z,
kkkkk,@paulinacamilaalvesalves5807,0,2024-09-18T18:05:03Z,
,@kasian6913,0,2024-09-18T18:05:00Z,
its a zombie apocalypse ,@6sxopeyt,1,2024-09-18T18:04:59Z,
welcome to the country of relaxation,@faldaputtraardiatna2322,0,2024-09-18T18:04:50Z,
w malaysia w indonesia w philippines,@Kzk0992,0,2024-09-18T18:04:49Z,
dagangan gw jadi ancur gara di datang,@Nuraini-mo7ty,0,2024-09-18T18:04:49Z,
im sure in hours the audience will be more than million because its streamed in indonesia ,@ZenvyCh,2,2024-09-18T18:04:44Z,
siuuu,@kadekastrawan339,0,2024-09-18T18:04:38Z,
batik from indonesia ,@MuhammadzeckyNajmudin,1,2024-09-18T18:04:26Z,
gokillll,@HENDRAKURNIAWAN-u9t,0,2024-09-18T18:04:24Z,
yb reza oktovian gokil gak ada obat soalnya tnks bg yb dah back up speed,@MputAlton,0,2024-09-18T18:04:14Z,
pecahhh brooo this is indonesia ,@geofani5417,2,2024-09-18T18:04:13Z,yes bro indonesia kalo masalah media win
dongngo,@azrilsufi569,0,2024-09-18T18:04:09Z,
nami,@sfdon164,0,2024-09-18T18:04:09Z,
bro sedang bernapas,@DikaRyan-os7cn,0,2024-09-18T18:04:09Z,
 yeet,@raymond.rts7,1,2024-09-18T18:04:08Z,
great very entertaining ,@Dunia_Jentera69,0,2024-09-18T18:04:05Z,
